window,timestamp_s,predicted_class,confidence,p_clean,p_jam_am,p_jam_chirp,p_jam_dme,p_jam_fm,p_jam_narrowband,p_spoof_dynamic,p_spoof_matched_time,p_spoof_overpowered_gradual,p_spoof_overpowered_instant,p_spoof_position_push,preproc_gpu_ms,infer_gpu_ms,pipeline_ms
1725,92.338,clean,0.606319,0.606319,0.002175,0.003885,0.012289,0.004626,0.033680,0.078486,0.007242,0.022687,0.192658,0.035954,17.546,4.432,22.474
1726,92.390,clean,0.595300,0.595300,0.002224,0.003191,0.018554,0.005197,0.027599,0.090025,0.007872,0.024290,0.189750,0.035998,17.380,4.450,22.382
1727,92.441,clean,0.613849,0.613849,0.002214,0.003760,0.012762,0.004733,0.035575,0.079356,0.007076,0.023682,0.180875,0.036119,16.848,4.462,21.792
1728,92.493,clean,0.636888,0.636888,0.002024,0.003422,0.011725,0.003946,0.030687,0.079402,0.006157,0.022350,0.169153,0.034246,17.011,4.441,21.941
1729,92.545,clean,0.597977,0.597977,0.002145,0.002819,0.019218,0.004812,0.023378,0.095018,0.006729,0.023761,0.189805,0.034339,16.705,4.467,21.660
1730,92.597,clean,0.541742,0.541742,0.002343,0.002533,0.035538,0.006123,0.017150,0.114991,0.009178,0.022945,0.213735,0.033720,17.347,4.472,22.327
1731,92.651,clean,0.564379,0.564379,0.002311,0.002930,0.023015,0.005362,0.022644,0.099257,0.007832,0.023522,0.213158,0.035592,18.146,4.526,23.254
1732,92.704,clean,0.606833,0.606833,0.002125,0.003624,0.012571,0.004484,0.030953,0.080336,0.006993,0.022131,0.195551,0.034398,17.731,4.457,22.678
1733,92.757,clean,0.579560,0.579560,0.002194,0.002990,0.019776,0.005252,0.024084,0.093072,0.008066,0.022273,0.205918,0.036815,17.271,4.491,22.309
1734,92.809,clean,0.530766,0.530766,0.002340,0.003258,0.022606,0.005607,0.019990,0.094103,0.008860,0.022705,0.259012,0.030754,17.245,4.475,22.277
1735,92.862,clean,0.563067,0.563067,0.002335,0.002717,0.030640,0.005941,0.020097,0.101454,0.010193,0.022567,0.205194,0.035795,17.624,4.512,22.680
1736,92.914,clean,0.566710,0.566710,0.002475,0.003389,0.021455,0.005702,0.026623,0.091832,0.009991,0.023074,0.209126,0.039623,17.073,4.496,22.092
1737,92.967,clean,0.655191,0.655191,0.001788,0.003964,0.007132,0.003358,0.037863,0.066459,0.005481,0.020596,0.165916,0.032251,18.038,4.436,23.081
1738,93.020,clean,0.643784,0.643784,0.001845,0.003470,0.009369,0.003644,0.031410,0.072635,0.005479,0.021117,0.174295,0.032952,17.840,4.534,22.855
1739,93.074,clean,0.579908,0.579908,0.002325,0.002916,0.021731,0.005356,0.024572,0.100556,0.007951,0.025943,0.190802,0.037940,17.986,4.450,22.933
1740,93.127,clean,0.591029,0.591029,0.002366,0.003846,0.013528,0.004588,0.030334,0.085372,0.006821,0.023515,0.202786,0.035815,17.895,4.456,22.931
1741,93.180,clean,0.598648,0.598648,0.002217,0.003307,0.015910,0.004579,0.026821,0.089995,0.006800,0.022835,0.192786,0.036101,17.864,4.450,22.791
1742,93.233,clean,0.536528,0.536528,0.002381,0.002649,0.034051,0.006230,0.018211,0.112913,0.009731,0.023111,0.218367,0.035828,18.175,4.474,23.222
1743,93.285,clean,0.534343,0.534343,0.002532,0.003978,0.017337,0.005444,0.025977,0.087483,0.008359,0.024019,0.256058,0.034472,16.841,4.574,21.900
1744,93.337,clean,0.531373,0.531373,0.002524,0.003129,0.026327,0.006121,0.021475,0.098679,0.010571,0.024010,0.237971,0.037820,17.292,4.518,22.294
1745,93.389,clean,0.570673,0.570673,0.002205,0.003033,0.020158,0.005160,0.022585,0.090711,0.008287,0.022701,0.221845,0.032642,17.471,4.459,22.429
1746,93.443,clean,0.493257,0.493257,0.002562,0.002099,0.068343,0.007450,0.010479,0.105347,0.012659,0.018861,0.250812,0.028129,18.107,4.564,23.157
1747,93.496,clean,0.587421,0.587421,0.002215,0.003175,0.018039,0.004967,0.025878,0.092719,0.007534,0.023870,0.197498,0.036684,17.770,4.494,22.758
1748,93.548,clean,0.605292,0.605292,0.002010,0.003504,0.013327,0.004592,0.029406,0.076567,0.007996,0.020458,0.203625,0.033223,17.199,4.457,22.143
1749,93.600,clean,0.587295,0.587295,0.002191,0.002867,0.021482,0.005078,0.023323,0.099873,0.007499,0.023531,0.191563,0.035298,17.424,4.454,22.368
1750,93.659,clean,0.608683,0.608683,0.002240,0.003758,0.013781,0.004744,0.032639,0.081052,0.008213,0.022812,0.185062,0.037017,18.264,4.551,23.371
1751,93.712,clean,0.614003,0.614003,0.002038,0.002916,0.016882,0.004738,0.025869,0.088861,0.007309,0.022079,0.180016,0.035290,17.442,4.473,22.529
1752,93.764,clean,0.508570,0.508570,0.002588,0.002572,0.050252,0.007423,0.014708,0.105486,0.013933,0.020840,0.241093,0.032535,17.417,4.468,22.374
1753,93.817,clean,0.524697,0.524697,0.002185,0.002147,0.046312,0.006230,0.011799,0.104047,0.009705,0.018516,0.246424,0.027937,17.512,4.530,22.537
1754,93.870,clean,0.514855,0.514855,0.002394,0.002065,0.064662,0.007011,0.010790,0.099315,0.011601,0.017273,0.244094,0.025940,18.183,4.564,23.260
1755,93.925,clean,0.567453,0.567453,0.002414,0.003256,0.022231,0.005889,0.027010,0.093343,0.009255,0.023597,0.209521,0.036032,17.806,4.514,22.849
1756,93.977,clean,0.639627,0.639627,0.001823,0.003374,0.010491,0.003919,0.031659,0.077860,0.005466,0.021097,0.171808,0.032876,17.384,4.477,22.394
1757,94.029,clean,0.585491,0.585491,0.002345,0.003158,0.020238,0.005253,0.026370,0.096839,0.008190,0.023894,0.190378,0.037844,17.543,4.465,22.492
1758,94.081,clean,0.599940,0.599940,0.002060,0.002960,0.018533,0.004892,0.024852,0.090219,0.007682,0.022257,0.194543,0.032061,16.786,4.496,21.770
1759,94.134,clean,0.526286,0.526286,0.002479,0.002537,0.040029,0.006611,0.016281,0.115659,0.010237,0.023385,0.221378,0.035119,18.033,4.470,23.063
1760,94.188,clean,0.632234,0.632234,0.002009,0.003562,0.011006,0.003991,0.032565,0.079708,0.005626,0.022651,0.172834,0.033816,18.047,4.443,22.968
1761,94.240,clean,0.593365,0.593365,0.002565,0.003647,0.016688,0.005237,0.033988,0.092984,0.007296,0.027076,0.175365,0.041788,17.531,4.481,22.516
1762,94.291,clean,0.549053,0.549053,0.002299,0.002290,0.041464,0.006208,0.015423,0.111800,0.009436,0.022201,0.206123,0.033702,17.227,4.442,22.206
1763,94.344,clean,0.595698,0.595698,0.001987,0.003946,0.010849,0.004550,0.032539,0.074904,0.006797,0.021403,0.214958,0.032370,17.745,4.470,22.682
1764,94.395,clean,0.603242,0.603242,0.002098,0.003020,0.016927,0.004774,0.026201,0.090373,0.007406,0.022921,0.187922,0.035115,17.435,4.485,22.461
1765,94.448,clean,0.527992,0.527992,0.002478,0.003123,0.026151,0.006097,0.021007,0.105921,0.008629,0.023845,0.239936,0.034821,17.348,4.502,22.325
1766,94.500,clean,0.524387,0.524387,0.002778,0.002812,0.040703,0.006994,0.019204,0.117131,0.011579,0.025894,0.209291,0.039228,17.778,4.576,22.834
1767,94.552,clean,0.568158,0.568158,0.002391,0.002870,0.026755,0.005770,0.022626,0.104880,0.008475,0.024453,0.194800,0.038821,17.583,4.459,22.539
1768,94.604,clean,0.510903,0.510903,0.002230,0.001960,0.056970,0.006936,0.010970,0.103436,0.010818,0.018614,0.248736,0.028426,17.296,4.546,22.344
1769,94.657,clean,0.565161,0.565161,0.001986,0.003976,0.010760,0.004292,0.026462,0.071612,0.006942,0.019872,0.259337,0.029601,17.485,4.479,22.491
1770,94.709,clean,0.491703,0.491703,0.002885,0.004051,0.025889,0.006897,0.024084,0.095142,0.011027,0.025197,0.277817,0.035309,17.255,4.476,22.246
1771,94.760,clean,0.517912,0.517912,0.002702,0.003925,0.022533,0.006047,0.024318,0.091055,0.010493,0.023519,0.260502,0.036994,16.929,4.453,21.865
1772,94.811,clean,0.525990,0.525990,0.002489,0.003222,0.027280,0.006164,0.020723,0.099410,0.011024,0.021863,0.248238,0.033597,16.814,4.515,21.815
1773,94.862,clean,0.544654,0.544654,0.002698,0.004565,0.016496,0.005865,0.032700,0.081878,0.009743,0.024727,0.239395,0.037280,16.921,4.478,21.946
1774,94.914,clean,0.499867,0.499867,0.002571,0.003497,0.028734,0.006560,0.019496,0.096146,0.012028,0.021724,0.278612,0.030765,17.307,4.470,22.264
1775,94.967,clean,0.534462,0.534462,0.002397,0.002514,0.039433,0.006630,0.017261,0.111004,0.011620,0.021100,0.220255,0.033325,18.586,4.470,23.573
1776,95.019,clean,0.602200,0.602200,0.002081,0.004122,0.010975,0.004415,0.032797,0.072334,0.007712,0.020861,0.209086,0.033417,17.632,4.493,22.837
1777,95.071,clean,0.527811,0.527811,0.002385,0.002574,0.039867,0.006551,0.016273,0.113397,0.009923,0.022242,0.226960,0.032018,17.232,4.456,22.243
1778,95.123,clean,0.634706,0.634706,0.002045,0.003421,0.012938,0.004422,0.034474,0.077539,0.006995,0.022186,0.166016,0.035258,17.502,4.453,22.468
1779,95.175,clean,0.526692,0.526692,0.002359,0.002353,0.042768,0.006955,0.016240,0.111529,0.011385,0.022034,0.225082,0.032605,17.420,4.509,22.481
1780,95.228,clean,0.650271,0.650271,0.001868,0.004204,0.006841,0.003509,0.041541,0.067457,0.004911,0.021321,0.164048,0.034028,17.455,4.450,22.375
1781,95.280,clean,0.627546,0.627546,0.001857,0.002890,0.014331,0.004250,0.026233,0.084472,0.006050,0.021426,0.178110,0.032834,17.226,4.437,22.125
1782,95.332,clean,0.607113,0.607113,0.002333,0.004026,0.012479,0.004721,0.036195,0.081057,0.007386,0.025038,0.181920,0.037732,17.111,4.520,22.119
1783,95.384,clean,0.655470,0.655470,0.001776,0.003871,0.007120,0.003392,0.037649,0.066930,0.004944,0.020577,0.166421,0.031850,16.889,4.494,21.875
1784,95.435,clean,0.639654,0.639654,0.002058,0.003725,0.011076,0.004343,0.038408,0.075080,0.006355,0.022695,0.160503,0.036103,17.204,4.558,22.250
1785,95.487,clean,0.544941,0.544941,0.002337,0.002493,0.038453,0.006672,0.018282,0.110874,0.010108,0.022680,0.208354,0.034806,17.483,4.498,22.469
1786,95.539,clean,0.559271,0.559271,0.002476,0.002894,0.029851,0.006380,0.023560,0.102940,0.009845,0.024943,0.199015,0.038826,17.448,4.459,22.452
1787,95.591,clean,0.644364,0.644364,0.001901,0.003458,0.010431,0.003899,0.032796,0.074180,0.006093,0.021523,0.166265,0.035090,17.123,4.467,22.118
1788,95.643,clean,0.530124,0.530124,0.002587,0.002308,0.053628,0.006790,0.014200,0.108505,0.012820,0.021047,0.215965,0.032027,17.105,4.477,22.133
1789,95.697,clean,0.601064,0.601064,0.002249,0.003491,0.015023,0.004979,0.030839,0.080754,0.008618,0.023345,0.191692,0.037946,17.023,4.468,22.027
1790,95.749,clean,0.621146,0.621146,0.002043,0.003715,0.011499,0.004353,0.034045,0.077312,0.007054,0.022395,0.181627,0.034811,17.315,4.463,22.274
1791,95.802,clean,0.547878,0.547878,0.002709,0.003070,0.031588,0.006515,0.023719,0.104932,0.009998,0.025707,0.204308,0.039575,17.413,4.474,22.435
1792,95.854,clean,0.670191,0.670191,0.001561,0.003766,0.006203,0.003233,0.039104,0.062664,0.004667,0.018410,0.159756,0.030446,17.853,4.499,22.874
1793,95.906,clean,0.683800,0.683800,0.001588,0.004508,0.004178,0.002653,0.045567,0.055836,0.004088,0.018101,0.148550,0.031132,17.766,4.537,22.834
1794,95.958,clean,0.588310,0.588310,0.002263,0.002780,0.020680,0.004991,0.022939,0.095327,0.007783,0.023916,0.193634,0.037377,16.826,4.465,21.779
1795,96.010,clean,0.572396,0.572396,0.002421,0.002736,0.025943,0.005510,0.022179,0.103978,0.008226,0.025309,0.192429,0.038874,17.324,4.468,22.322
1796,96.062,clean,0.552120,0.552120,0.002572,0.002805,0.032375,0.006331,0.021433,0.107297,0.010633,0.024851,0.200155,0.039429,17.341,4.454,22.323
1797,96.114,clean,0.625329,0.625329,0.002010,0.003065,0.013656,0.004327,0.029360,0.085526,0.005558,0.023099,0.174506,0.033565,17.523,4.518,22.581
1798,96.166,clean,0.580242,0.580242,0.002252,0.003954,0.014006,0.004799,0.028980,0.080359,0.007138,0.022805,0.222347,0.033118,17.161,4.491,22.137
1799,96.219,clean,0.509046,0.509046,0.002347,0.002321,0.052333,0.007326,0.012998,0.101122,0.011854,0.019532,0.253480,0.027643,17.934,4.552,22.982
1800,96.271,clean,0.569385,0.569385,0.002222,0.004904,0.010631,0.004702,0.034259,0.070632,0.007731,0.021524,0.240627,0.033383,17.310,4.549,22.351
1801,96.323,clean,0.585706,0.585706,0.002397,0.003890,0.015825,0.004857,0.029476,0.084638,0.008412,0.022445,0.207278,0.035075,17.742,4.528,22.799
1802,96.376,clean,0.570416,0.570416,0.002382,0.004520,0.012080,0.005044,0.035274,0.076338,0.007789,0.023937,0.225429,0.036789,17.137,4.459,22.083
1803,96.428,clean,0.579168,0.579168,0.002244,0.003995,0.012810,0.004755,0.030886,0.080309,0.007666,0.022585,0.221793,0.033789,17.510,4.453,22.455
1804,96.479,clean,0.549759,0.549759,0.002777,0.003210,0.028602,0.006404,0.025781,0.105620,0.009579,0.026518,0.202158,0.039591,16.735,4.464,21.706
1805,96.530,clean,0.610054,0.610054,0.002350,0.003672,0.013582,0.004448,0.031808,0.084329,0.008098,0.022540,0.180766,0.038353,17.097,4.465,22.092
1806,96.582,clean,0.632097,0.632097,0.001942,0.003507,0.011144,0.004192,0.033707,0.078028,0.005954,0.021674,0.172931,0.034823,17.699,4.491,22.675
1807,96.633,clean,0.607852,0.607852,0.002152,0.003585,0.012645,0.004451,0.031400,0.084612,0.006649,0.023257,0.186350,0.037048,16.935,4.457,21.901
1808,96.686,clean,0.627115,0.627115,0.002154,0.005127,0.007186,0.003974,0.048933,0.063940,0.006031,0.022597,0.178445,0.034499,17.669,4.479,22.674
1809,96.739,clean,0.636240,0.636240,0.001962,0.004047,0.009074,0.004058,0.038728,0.070442,0.006416,0.022295,0.173168,0.033570,17.236,4.496,22.222
1810,96.791,clean,0.632232,0.632232,0.001916,0.004076,0.008190,0.003651,0.036587,0.070915,0.005358,0.021507,0.182668,0.032900,17.768,4.496,22.797
1811,96.843,clean,0.550300,0.550300,0.002224,0.002290,0.037674,0.006020,0.015607,0.109644,0.009053,0.021643,0.212149,0.033395,17.457,4.511,22.516
1812,96.895,clean,0.654000,0.654000,0.001862,0.003833,0.008699,0.003676,0.036983,0.071116,0.005499,0.020569,0.161030,0.032734,16.759,4.559,21.823
1813,96.946,clean,0.586248,0.586248,0.002386,0.003103,0.021481,0.005507,0.028217,0.098092,0.007753,0.025182,0.183976,0.038057,16.657,4.496,21.649
1814,96.998,clean,0.531594,0.531594,0.002517,0.002434,0.048330,0.007466,0.017372,0.116898,0.011148,0.025525,0.199508,0.037208,18.053,4.536,23.139
1815,97.051,clean,0.535533,0.535533,0.002817,0.003047,0.032907,0.006903,0.023857,0.111344,0.009917,0.027822,0.204418,0.041435,17.529,4.551,22.569
1816,97.103,clean,0.543825,0.543825,0.002638,0.002785,0.032810,0.006342,0.020923,0.110787,0.011005,0.025327,0.202399,0.041158,17.383,4.519,22.452
1817,97.156,clean,0.548249,0.548249,0.002388,0.002524,0.033568,0.005934,0.018046,0.113499,0.008469,0.024944,0.206847,0.035532,17.441,4.447,22.367
1818,97.207,clean,0.618420,0.618420,0.002025,0.003818,0.010536,0.004169,0.032845,0.073961,0.006186,0.022051,0.192751,0.033237,17.373,4.458,22.373
1819,97.259,clean,0.602075,0.602075,0.002306,0.003381,0.016466,0.004868,0.029243,0.085151,0.007629,0.023307,0.189701,0.035873,17.138,4.435,22.132
1820,97.311,clean,0.619974,0.619974,0.001786,0.003261,0.010719,0.003822,0.026747,0.075602,0.005881,0.020264,0.200561,0.031383,17.318,4.477,22.345
1821,97.363,clean,0.650899,0.650899,0.001770,0.004590,0.005564,0.003158,0.041886,0.058516,0.004830,0.019945,0.177473,0.031370,17.353,4.469,22.428
1822,97.414,clean,0.632518,0.632518,0.001938,0.004105,0.008997,0.004208,0.041230,0.069594,0.006604,0.021151,0.175117,0.034537,17.319,4.472,22.321
1823,97.466,clean,0.607264,0.607264,0.002283,0.003321,0.017200,0.004914,0.029673,0.087919,0.007700,0.023534,0.178121,0.038072,17.179,4.452,22.114
1824,97.518,clean,0.623004,0.623004,0.002004,0.004016,0.010288,0.004479,0.040136,0.072634,0.006624,0.021650,0.183241,0.031924,17.629,4.561,22.687
1825,97.570,clean,0.596282,0.596282,0.002336,0.003046,0.020511,0.005488,0.028482,0.094914,0.008198,0.025339,0.175266,0.040137,16.740,4.448,21.678
1826,97.622,clean,0.620441,0.620441,0.002145,0.004139,0.010257,0.004257,0.036475,0.073881,0.006699,0.022391,0.183434,0.035881,17.589,4.448,22.532
1827,97.674,clean,0.607681,0.607681,0.002155,0.003089,0.017765,0.004879,0.026250,0.090525,0.007111,0.023038,0.182393,0.035113,17.141,4.461,22.139
1828,97.727,clean,0.624246,0.624246,0.002042,0.002941,0.016169,0.004415,0.026386,0.087400,0.006623,0.021823,0.174260,0.033697,17.739,4.463,22.719
1829,97.779,clean,0.538340,0.538340,0.002526,0.002673,0.035655,0.006214,0.018031,0.113415,0.010774,0.023185,0.211639,0.037546,17.415,4.539,22.486
1830,97.831,clean,0.605087,0.605087,0.002320,0.003328,0.016105,0.004708,0.029119,0.090429,0.006240,0.025723,0.181159,0.035781,17.467,4.440,22.431
1831,97.883,clean,0.630353,0.630353,0.001963,0.003867,0.009349,0.003911,0.035016,0.073891,0.006224,0.021715,0.180023,0.033687,17.563,4.463,22.553
1832,97.935,clean,0.603321,0.603321,0.002207,0.003289,0.016718,0.004976,0.028654,0.086686,0.007645,0.022587,0.186984,0.036933,17.748,4.518,22.865
1833,97.987,clean,0.603591,0.603591,0.002350,0.003288,0.018104,0.004971,0.028506,0.090044,0.007544,0.024479,0.181482,0.035640,16.931,4.496,21.961
1834,98.039,clean,0.565286,0.565286,0.002396,0.002644,0.031823,0.006011,0.021055,0.105928,0.010024,0.024323,0.192261,0.038249,17.360,4.504,22.375
1835,98.091,clean,0.589884,0.589884,0.002216,0.002703,0.023870,0.005489,0.023994,0.095015,0.009450,0.022934,0.185829,0.038615,17.241,4.485,22.257
1836,98.145,clean,0.563432,0.563432,0.002445,0.003806,0.016435,0.005347,0.029138,0.088490,0.007996,0.024089,0.219572,0.039251,17.220,4.531,22.249
1837,98.197,clean,0.558936,0.558936,0.002309,0.002855,0.026214,0.005826,0.021718,0.098723,0.009080,0.022221,0.217035,0.035083,17.173,4.509,22.170
1838,98.249,clean,0.549296,0.549296,0.002689,0.002922,0.032341,0.006429,0.022854,0.107327,0.010981,0.025079,0.199760,0.040321,17.293,4.466,22.299
1839,98.301,clean,0.603714,0.603714,0.002042,0.004220,0.010012,0.004233,0.033749,0.072543,0.007066,0.021345,0.207985,0.033091,16.782,4.497,21.759
1840,98.354,clean,0.613888,0.613888,0.002000,0.003293,0.014089,0.004521,0.028002,0.077497,0.008093,0.021111,0.194966,0.032541,17.173,4.470,22.156
1841,98.405,clean,0.609182,0.609182,0.001984,0.003420,0.012374,0.004300,0.028232,0.079342,0.006594,0.022178,0.199122,0.033272,16.728,4.462,21.679
1842,98.457,clean,0.548393,0.548393,0.002254,0.002391,0.038852,0.006758,0.017847,0.108284,0.010482,0.022523,0.208707,0.033511,17.103,4.457,22.049
1843,98.508,clean,0.632415,0.632415,0.001872,0.003570,0.009746,0.003964,0.033743,0.072442,0.006427,0.021468,0.181234,0.033119,16.804,4.462,21.747
1844,98.560,clean,0.600288,0.600288,0.002146,0.004089,0.011264,0.004491,0.034041,0.075047,0.007285,0.021972,0.204512,0.034865,17.848,4.473,22.847
1845,98.611,clean,0.555567,0.555567,0.002359,0.002677,0.029326,0.005948,0.020925,0.108571,0.008741,0.025456,0.203429,0.036999,16.902,4.458,21.816
1846,98.664,clean,0.550750,0.550750,0.002638,0.002791,0.031958,0.006125,0.021146,0.108846,0.009940,0.025588,0.199565,0.040652,17.760,4.531,22.783
1847,98.718,clean,0.591342,0.591342,0.002274,0.002974,0.020490,0.005093,0.024238,0.096129,0.007415,0.023954,0.188488,0.037603,16.698,4.458,21.651
1848,98.771,clean,0.552695,0.552695,0.002364,0.002616,0.035349,0.006504,0.019918,0.109497,0.010624,0.023243,0.199850,0.037340,17.535,4.465,22.533
1849,98.823,clean,0.632502,0.632502,0.001952,0.003213,0.013104,0.004239,0.030212,0.080159,0.006432,0.021343,0.174176,0.032668,17.557,4.517,22.552
1850,98.876,clean,0.637853,0.637853,0.001994,0.002974,0.015832,0.004452,0.028116,0.085078,0.007184,0.021198,0.159827,0.035492,17.687,4.499,22.674
1851,98.928,clean,0.612221,0.612221,0.002228,0.003551,0.013985,0.004421,0.029139,0.084207,0.007144,0.022623,0.184461,0.036021,16.901,4.458,21.836
1852,98.979,clean,0.584783,0.584783,0.002386,0.003463,0.017756,0.005127,0.028321,0.087035,0.008748,0.023788,0.200525,0.038068,17.492,4.453,22.404
1853,99.031,clean,0.604563,0.604563,0.002180,0.003357,0.016087,0.004795,0.029314,0.088700,0.006283,0.024080,0.187842,0.032798,17.382,4.503,22.338
1854,99.084,clean,0.543749,0.543749,0.002437,0.002863,0.032724,0.006398,0.020216,0.106289,0.010819,0.022830,0.215162,0.036513,17.566,4.455,22.499
1855,99.136,clean,0.610670,0.610670,0.002323,0.003848,0.013929,0.004867,0.034235,0.080520,0.007437,0.023694,0.179825,0.038652,17.428,4.462,22.372
1856,99.188,clean,0.607829,0.607829,0.002215,0.003638,0.014294,0.004417,0.029287,0.082296,0.007826,0.021190,0.193095,0.033914,17.609,4.461,22.560
1857,99.242,clean,0.523029,0.523029,0.002590,0.002828,0.038834,0.007210,0.018772,0.116186,0.010582,0.024240,0.219158,0.036570,18.225,4.460,23.231
1858,99.296,clean,0.597341,0.597341,0.002417,0.003366,0.018495,0.005097,0.029268,0.091535,0.007728,0.023457,0.184730,0.036566,17.585,4.449,22.507
1859,99.348,clean,0.531198,0.531198,0.002621,0.002613,0.046530,0.007764,0.020594,0.113130,0.013290,0.024143,0.198535,0.039581,17.719,4.539,22.739
1860,99.400,clean,0.552620,0.552620,0.002574,0.002800,0.032709,0.005905,0.019499,0.109233,0.010300,0.023899,0.202592,0.037870,16.969,4.487,21.945
1861,99.452,clean,0.503310,0.503310,0.002317,0.002003,0.062712,0.006859,0.009943,0.097578,0.011785,0.016819,0.262763,0.023911,17.232,4.555,22.276
1862,99.503,clean,0.511694,0.511694,0.002513,0.002486,0.047796,0.006641,0.013057,0.111303,0.011528,0.020450,0.241628,0.030904,16.796,4.458,21.708
1863,99.555,clean,0.550480,0.550480,0.002567,0.003150,0.027102,0.005545,0.020317,0.101872,0.010234,0.022790,0.218649,0.037295,17.287,4.462,22.353
1864,99.608,clean,0.481619,0.481619,0.002519,0.001830,0.084945,0.007384,0.007725,0.086596,0.014319,0.014737,0.275854,0.022473,17.625,4.486,22.666
1865,99.661,clean,0.564723,0.564723,0.002568,0.003603,0.019381,0.005492,0.026722,0.088338,0.009653,0.024350,0.215179,0.039992,17.389,4.451,22.300
